age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
52,private,assoc_voc,11,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
42,local_gov,assoc_acdm,12,married_civ_spouse,prof_specialty,wife,amer_indian_eskimo,female,0,0,40,united_states,0
22,private,5th_6th,3,married_civ_spouse,craft_repair,husband,white,male,0,0,35,mexico,0
66,state_gov,some_college,10,divorced,exec_managerial,not_in_family,white,female,0,0,55,united_states,0
35,private,hs_grad,9,married_civ_spouse,transport_moving,husband,white,male,0,0,65,united_states,0
40,local_gov,assoc_acdm,12,never_married,prof_specialty,not_in_family,white,male,0,0,40,united_states,1
21,private,hs_grad,9,divorced,sales,unmarried,amer_indian_eskimo,female,0,0,38,united_states,0
51,local_gov,hs_grad,9,divorced,protective_serv,unmarried,white,male,0,0,52,united_states,0
43,private,bachelors,13,married_spouse_absent,adm_clerical,unmarried,white,female,0,0,40,united_states,0
34,private,bachelors,13,married_civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,1
42,local_gov,masters,14,never_married,prof_specialty,unmarried,white,female,0,0,40,united_states,0
41,private,assoc_voc,11,never_married,craft_repair,not_in_family,white,male,0,0,30,united_states,0
21,private,hs_grad,9,never_married,transport_moving,own_child,white,female,0,0,40,united_states,0
64,local_gov,7th_8th,4,married_civ_spouse,protective_serv,husband,white,male,0,0,10,united_states,0
24,federal_gov,hs_grad,9,never_married,adm_clerical,not_in_family,white,female,0,1974,40,united_states,0
44,self_emp_not_inc,hs_grad,9,divorced,exec_managerial,unmarried,white,female,0,0,60,united_states,0
28,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,55,united_states,0
33,self_emp_inc,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,1
41,private,10th,6,married_spouse_absent,craft_repair,not_in_family,white,female,0,0,40,united_states,0
42,private,bachelors,13,married_civ_spouse,sales,husband,black,male,0,0,40,united_states,1
51,self_emp_not_inc,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,99,united_states,1
32,private,11th,7,never_married,other_service,unmarried,black,female,0,0,40,jamaica,0
37,private,hs_grad,9,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
24,private,assoc_voc,11,never_married,other_service,own_child,white,female,0,0,35,united_states,0
29,unknown,some_college,10,divorced,unknown,unmarried,white,female,0,0,40,united_states,0
35,private,hs_grad,9,never_married,other_service,not_in_family,white,female,0,0,40,united_states,0
46,self_emp_inc,bachelors,13,divorced,exec_managerial,not_in_family,white,female,0,0,50,united_states,0
63,private,hs_grad,9,widowed,exec_managerial,unmarried,white,male,0,0,50,united_states,1
32,local_gov,bachelors,13,married_civ_spouse,prof_specialty,wife,white,female,0,0,35,united_states,1
24,private,hs_grad,9,never_married,other_service,own_child,white,female,594,0,15,united_states,0
72,unknown,some_college,10,married_civ_spouse,unknown,husband,white,male,0,0,32,canada,0
35,unknown,some_college,10,never_married,unknown,unmarried,white,male,0,0,10,united_states,0
29,private,bachelors,13,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
35,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,7688,0,50,united_states,1
70,private,10th,6,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,32,united_states,0
65,unknown,bachelors,13,married_civ_spouse,unknown,husband,white,male,5556,0,48,united_states,1
36,private,hs_grad,9,never_married,machine_op_inspct,not_in_family,white,female,0,0,30,united_states,0
53,private,hs_grad,9,married_civ_spouse,other_service,husband,black,male,4386,0,30,united_states,1
60,private,prof_school,15,married_civ_spouse,exec_managerial,husband,white,male,0,1902,40,united_states,1
21,private,some_college,10,never_married,other_service,own_child,white,male,0,0,35,italy,0
42,private,10th,6,never_married,transport_moving,not_in_family,black,male,0,0,40,united_states,0
25,state_gov,masters,14,never_married,prof_specialty,not_in_family,white,female,0,0,37,united_states,0
25,self_emp_inc,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,60,unknown,0
47,private,bachelors,13,married_civ_spouse,adm_clerical,husband,white,male,7298,0,40,united_states,1
21,unknown,assoc_acdm,12,never_married,unknown,own_child,white,female,0,0,40,united_states,0
38,self_emp_not_inc,bachelors,13,married_civ_spouse,farming_fishing,husband,white,male,0,0,60,united_states,0
34,private,hs_grad,9,married_civ_spouse,transport_moving,husband,white,male,0,2051,55,united_states,0
37,private,assoc_acdm,12,never_married,other_service,not_in_family,white,female,0,0,30,united_states,0
56,private,hs_grad,9,married_civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,1
52,state_gov,assoc_voc,11,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
29,state_gov,hs_grad,9,married_civ_spouse,protective_serv,husband,white,male,0,0,42,united_states,0
45,private,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,1
45,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,65,united_states,1
30,private,bachelors,13,never_married,exec_managerial,not_in_family,white,male,0,0,42,united_states,0
45,private,bachelors,13,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,0
23,private,some_college,10,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
24,private,some_college,10,never_married,other_service,own_child,white,female,0,0,40,unknown,0
43,private,masters,14,widowed,exec_managerial,unmarried,white,male,4934,0,40,united_states,1
42,private,hs_grad,9,divorced,handlers_cleaners,unmarried,white,male,0,0,40,united_states,0
72,private,some_college,10,widowed,adm_clerical,not_in_family,white,female,0,0,25,united_states,0
57,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,15024,0,60,united_states,1
24,private,bachelors,13,married_civ_spouse,sales,husband,white,male,0,0,45,united_states,0
42,local_gov,hs_grad,9,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,1
17,private,9th,5,never_married,other_service,own_child,black,male,0,0,40,united_states,0
48,private,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,1
39,private,bachelors,13,divorced,sales,not_in_family,white,female,0,0,40,united_states,0
41,self_emp_inc,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,7688,0,70,united_states,1
50,private,7th_8th,4,married_civ_spouse,other_service,wife,white,female,0,0,35,unknown,0
57,private,hs_grad,9,divorced,transport_moving,not_in_family,white,male,0,0,45,united_states,0
44,local_gov,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,0,0,36,united_states,1
20,unknown,hs_grad,9,never_married,unknown,not_in_family,white,female,0,0,28,united_states,0
49,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,40,united_states,0
44,private,assoc_acdm,12,never_married,prof_specialty,unmarried,black,female,1151,0,50,united_states,0
42,private,assoc_voc,11,never_married,craft_repair,not_in_family,white,male,0,0,44,united_states,0
18,unknown,some_college,10,never_married,unknown,own_child,white,male,0,0,16,united_states,0
18,private,12th,8,never_married,other_service,own_child,white,male,0,0,18,united_states,0
51,private,hs_grad,9,widowed,tech_support,unmarried,black,female,0,0,40,united_states,0
39,private,assoc_acdm,12,married_civ_spouse,exec_managerial,wife,white,female,15024,0,45,united_states,1
25,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,52,united_states,0
41,private,prof_school,15,married_civ_spouse,prof_specialty,husband,white,male,0,1977,50,united_states,1
39,private,some_college,10,married_civ_spouse,sales,husband,white,male,0,0,40,united_states,1
42,self_emp_not_inc,11th,7,separated,other_service,unmarried,white,female,0,0,30,united_states,0
33,private,hs_grad,9,never_married,adm_clerical,not_in_family,white,female,0,1617,40,united_states,0
63,unknown,10th,6,married_civ_spouse,unknown,husband,white,male,0,0,40,united_states,0
47,private,some_college,10,divorced,sales,unmarried,white,female,0,0,45,united_states,1
27,local_gov,bachelors,13,married_civ_spouse,protective_serv,husband,white,male,0,0,68,united_states,0
39,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,1848,45,united_states,1
49,private,hs_grad,9,never_married,other_service,not_in_family,white,female,0,0,40,united_states,0
70,unknown,hs_grad,9,married_civ_spouse,unknown,husband,white,male,0,0,28,united_states,0
46,private,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,1740,35,united_states,0
47,private,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,30,united_states,1
35,private,9th,5,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
43,private,bachelors,13,divorced,other_service,not_in_family,white,female,0,0,35,united_states,0
60,local_gov,masters,14,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,unknown,1
53,private,11th,7,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,48,united_states,1
35,private,hs_grad,9,never_married,other_service,own_child,white,male,0,0,30,united_states,0
23,private,some_college,10,never_married,exec_managerial,not_in_family,white,female,0,0,40,united_states,0
27,unknown,hs_grad,9,married_civ_spouse,unknown,own_child,white,female,0,0,15,united_states,0
29,private,hs_grad,9,never_married,transport_moving,other_relative,white,male,0,0,50,united_states,0
18,unknown,hs_grad,9,never_married,unknown,own_child,white,female,0,0,12,united_states,0
56,unknown,some_college,10,divorced,unknown,not_in_family,white,female,0,0,20,united_states,0
40,private,hs_grad,9,never_married,adm_clerical,not_in_family,white,female,0,0,70,united_states,0
31,private,bachelors,13,married_civ_spouse,sales,husband,white,male,0,0,65,united_states,0
18,private,some_college,10,never_married,sales,unmarried,white,male,2176,0,40,united_states,0
25,private,assoc_acdm,12,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
36,private,some_college,10,never_married,protective_serv,unmarried,black,female,0,0,40,united_states,0
38,private,10th,6,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,0
52,private,hs_grad,9,widowed,craft_repair,not_in_family,white,male,0,0,40,united_states,0
23,private,hs_grad,9,never_married,other_service,unmarried,white,male,0,0,35,mexico,0
48,self_emp_not_inc,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,30,united_states,1
34,unknown,hs_grad,9,never_married,unknown,unmarried,black,female,0,0,35,united_states,0
46,private,hs_grad,9,married_civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,1
26,private,hs_grad,9,married_spouse_absent,protective_serv,not_in_family,white,male,0,0,40,united_states,0
65,private,bachelors,13,divorced,prof_specialty,not_in_family,white,male,6723,0,40,united_states,0
31,local_gov,hs_grad,9,married_civ_spouse,transport_moving,husband,black,male,0,0,40,united_states,0
38,private,hs_grad,9,married_civ_spouse,exec_managerial,wife,white,female,7688,0,40,united_states,1
68,private,hs_grad,9,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,0
26,private,bachelors,13,never_married,adm_clerical,other_relative,asian_pac_islander,female,0,0,40,hong,0
42,private,hs_grad,9,divorced,other_service,not_in_family,white,male,0,0,40,united_states,0
42,private,bachelors,13,married_civ_spouse,adm_clerical,wife,asian_pac_islander,female,0,1887,40,philippines,1
39,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,7688,0,65,united_states,1
31,self_emp_not_inc,9th,5,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,0
28,state_gov,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,20,united_states,0
36,private,bachelors,13,divorced,prof_specialty,not_in_family,white,female,0,0,50,united_states,0
42,state_gov,some_college,10,married_civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,1
21,private,some_college,10,never_married,adm_clerical,own_child,other,female,0,0,20,cuba,0
22,private,some_college,10,never_married,other_service,own_child,white,female,0,0,25,united_states,0
64,private,hs_grad,9,widowed,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
28,private,bachelors,13,married_civ_spouse,exec_managerial,wife,white,female,15024,0,28,united_states,1
41,self_emp_not_inc,assoc_acdm,12,married_civ_spouse,craft_repair,husband,white,male,0,1887,40,united_states,1
40,private,assoc_acdm,12,married_civ_spouse,tech_support,husband,white,male,0,0,44,united_states,0
31,private,prof_school,15,never_married,prof_specialty,not_in_family,white,female,0,0,99,united_states,0
50,local_gov,hs_grad,9,widowed,transport_moving,unmarried,white,female,0,0,40,united_states,0
27,private,hs_grad,9,separated,handlers_cleaners,unmarried,white,male,0,0,40,united_states,0
31,unknown,hs_grad,9,never_married,unknown,own_child,amer_indian_eskimo,male,0,0,40,united_states,0
45,private,hs_grad,9,married_civ_spouse,protective_serv,husband,black,male,0,0,40,united_states,1
33,private,12th,8,never_married,protective_serv,own_child,black,male,0,0,40,united_states,0
62,private,some_college,10,divorced,adm_clerical,not_in_family,white,male,0,1974,40,united_states,0
38,private,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,2051,40,poland,0
30,private,11th,7,married_civ_spouse,other_service,wife,black,female,0,0,30,united_states,0
38,private,some_college,10,divorced,sales,own_child,white,female,0,0,25,united_states,0
42,self_emp_not_inc,hs_grad,9,married_civ_spouse,farming_fishing,husband,white,male,0,0,99,united_states,1
49,self_emp_inc,some_college,10,divorced,sales,not_in_family,white,male,0,0,25,united_states,0
53,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,1902,50,united_states,1
45,local_gov,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,1887,40,mexico,1
29,private,assoc_voc,11,never_married,adm_clerical,own_child,white,female,0,0,35,united_states,0
24,private,some_college,10,never_married,sales,own_child,white,female,5060,0,30,united_states,0
38,federal_gov,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,unknown,1
25,self_emp_inc,assoc_voc,11,never_married,transport_moving,unmarried,white,male,0,0,55,united_states,0
51,state_gov,10th,6,married_civ_spouse,craft_repair,husband,amer_indian_eskimo,male,0,0,40,united_states,0
19,private,some_college,10,never_married,adm_clerical,own_child,white,female,0,0,8,united_states,0
38,private,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,0,52,united_states,1
60,private,hs_grad,9,divorced,other_service,not_in_family,white,female,0,0,40,united_states,0
29,self_emp_not_inc,hs_grad,9,never_married,sales,not_in_family,white,male,0,0,40,united_states,0
66,unknown,some_college,10,widowed,unknown,unmarried,black,female,0,4356,40,united_states,0
28,federal_gov,10th,6,married_civ_spouse,other_service,wife,amer_indian_eskimo,female,0,0,40,united_states,0
36,private,hs_grad,9,married_civ_spouse,prof_specialty,husband,white,male,0,0,45,ecuador,1
57,unknown,hs_grad,9,married_civ_spouse,unknown,husband,other,male,0,0,5,columbia,0
24,private,assoc_acdm,12,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
43,private,assoc_acdm,12,never_married,adm_clerical,not_in_family,white,female,0,0,38,united_states,0
29,self_emp_inc,prof_school,15,married_civ_spouse,prof_specialty,husband,white,male,0,0,55,united_states,1
67,self_emp_not_inc,prof_school,15,married_civ_spouse,prof_specialty,husband,white,male,20051,0,25,united_states,1
20,private,hs_grad,9,never_married,protective_serv,own_child,white,male,0,0,40,united_states,0
21,private,some_college,10,never_married,other_service,own_child,asian_pac_islander,male,0,0,20,united_states,0
42,private,assoc_acdm,12,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,united_states,1
19,local_gov,hs_grad,9,never_married,adm_clerical,own_child,white,male,0,0,35,united_states,0
40,local_gov,bachelors,13,never_married,prof_specialty,unmarried,white,female,0,0,45,united_states,0
33,private,some_college,10,separated,other_service,unmarried,black,female,0,0,25,united_states,0
36,private,some_college,10,divorced,craft_repair,not_in_family,white,female,0,0,37,united_states,0
43,private,assoc_acdm,12,divorced,craft_repair,not_in_family,white,male,0,2444,70,united_states,1
41,local_gov,hs_grad,9,separated,other_service,unmarried,black,female,0,0,40,united_states,0
34,state_gov,hs_grad,9,married_civ_spouse,tech_support,husband,white,male,0,0,40,united_states,1
33,private,assoc_acdm,12,married_civ_spouse,sales,husband,other,male,0,0,40,japan,1
41,private,1st_4th,2,married_civ_spouse,sales,husband,white,male,0,0,50,mexico,0
40,private,hs_grad,9,married_spouse_absent,craft_repair,not_in_family,white,male,0,0,40,united_states,1
28,private,bachelors,13,never_married,craft_repair,own_child,black,male,0,0,40,united_states,0
62,self_emp_not_inc,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,90,united_states,1
29,private,hs_grad,9,divorced,adm_clerical,unmarried,white,female,0,0,50,united_states,0
46,private,some_college,10,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
28,private,hs_grad,9,never_married,other_service,not_in_family,white,male,0,0,60,united_states,0
57,federal_gov,hs_grad,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
28,local_gov,assoc_acdm,12,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
24,private,bachelors,13,never_married,adm_clerical,not_in_family,white,female,0,0,45,united_states,0
54,self_emp_not_inc,bachelors,13,divorced,farming_fishing,not_in_family,white,male,27828,0,50,united_states,1
22,private,11th,7,separated,craft_repair,not_in_family,white,male,0,0,40,united_states,0
36,state_gov,bachelors,13,never_married,protective_serv,unmarried,black,female,0,0,40,united_states,0
50,private,some_college,10,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,0
18,private,11th,7,never_married,handlers_cleaners,own_child,white,male,0,0,24,united_states,0
52,state_gov,assoc_acdm,12,married_civ_spouse,sales,husband,white,male,0,0,40,united_states,1
41,private,7th_8th,4,married_civ_spouse,other_service,husband,white,male,0,0,40,unknown,0
21,unknown,hs_grad,9,never_married,unknown,not_in_family,white,female,0,0,20,united_states,0
36,private,bachelors,13,never_married,sales,not_in_family,white,female,0,1741,40,united_states,0
34,self_emp_not_inc,bachelors,13,never_married,prof_specialty,not_in_family,white,female,0,0,55,united_states,1
21,private,assoc_voc,11,never_married,craft_repair,own_child,white,male,0,0,40,united_states,0
46,private,hs_grad,9,never_married,exec_managerial,not_in_family,white,male,0,0,40,united_states,0
57,unknown,some_college,10,married_civ_spouse,unknown,husband,white,male,0,0,40,united_states,0
61,local_gov,masters,14,never_married,prof_specialty,unmarried,white,female,0,0,25,united_states,0
22,state_gov,some_college,10,never_married,transport_moving,own_child,white,male,0,0,25,united_states,0
33,unknown,11th,7,divorced,unknown,own_child,white,male,0,0,53,united_states,0
36,state_gov,prof_school,15,married_civ_spouse,prof_specialty,wife,white,female,15024,0,50,united_states,1
43,local_gov,masters,14,divorced,prof_specialty,unmarried,white,female,914,0,40,united_states,0
25,private,assoc_acdm,12,married_civ_spouse,adm_clerical,wife,asian_pac_islander,female,0,0,37,india,1
17,private,10th,6,never_married,priv_house_serv,other_relative,white,male,0,0,30,united_states,0
45,private,assoc_voc,11,married_civ_spouse,craft_repair,husband,white,male,4386,0,38,united_states,1
30,private,prof_school,15,never_married,prof_specialty,not_in_family,white,male,0,1590,80,united_states,0
40,private,masters,14,never_married,prof_specialty,not_in_family,white,male,0,0,35,united_states,0
31,local_gov,masters,14,never_married,exec_managerial,not_in_family,white,male,0,0,45,united_states,0
37,private,1st_4th,2,married_civ_spouse,transport_moving,husband,white,male,0,0,40,cuba,0
37,state_gov,hs_grad,9,married_spouse_absent,other_service,unmarried,white,female,0,0,20,united_states,0
54,private,some_college,10,married_civ_spouse,sales,wife,white,female,0,0,40,united_states,1
36,private,hs_grad,9,divorced,other_service,own_child,white,female,0,0,30,united_states,0
46,private,bachelors,13,married_civ_spouse,sales,husband,white,male,0,0,48,united_states,0
32,private,9th,5,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,0
17,private,11th,7,never_married,craft_repair,own_child,white,male,594,0,40,united_states,0
42,state_gov,bachelors,13,divorced,prof_specialty,not_in_family,black,male,0,0,40,united_states,0
37,local_gov,hs_grad,9,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,0
29,private,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,48,united_states,0
38,private,12th,8,married_civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,0
46,local_gov,hs_grad,9,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,0
57,private,1st_4th,2,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,40,portugal,0
59,private,1st_4th,2,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,0
35,private,hs_grad,9,divorced,other_service,unmarried,black,female,0,1594,40,united_states,0
53,private,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,2829,0,40,united_states,0
26,private,hs_grad,9,never_married,machine_op_inspct,other_relative,white,male,0,0,40,united_states,0
55,self_emp_not_inc,masters,14,married_civ_spouse,sales,husband,white,male,2228,0,50,united_states,0
46,private,hs_grad,9,separated,other_service,not_in_family,black,female,0,0,45,jamaica,0
44,state_gov,bachelors,13,married_civ_spouse,prof_specialty,husband,amer_indian_eskimo,male,0,0,38,united_states,1
30,self_emp_not_inc,assoc_voc,11,married_civ_spouse,sales,husband,white,male,3137,0,60,germany,0
24,private,some_college,10,never_married,handlers_cleaners,own_child,white,male,0,0,24,united_states,0
32,private,10th,6,married_spouse_absent,other_service,not_in_family,black,female,0,0,37,united_states,0
35,private,bachelors,13,never_married,sales,not_in_family,white,female,0,0,40,united_states,0
67,private,masters,14,married_civ_spouse,sales,husband,white,male,0,0,30,united_states,1
56,self_emp_not_inc,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,20,united_states,1
26,private,masters,14,never_married,prof_specialty,not_in_family,asian_pac_islander,male,0,0,20,india,0
46,private,assoc_acdm,12,widowed,tech_support,unmarried,white,female,6497,0,40,united_states,0
52,private,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,1
38,self_emp_not_inc,some_college,10,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,0
31,private,hs_grad,9,divorced,sales,unmarried,black,male,0,0,50,united_states,0
53,private,hs_grad,9,separated,transport_moving,not_in_family,white,male,0,0,30,united_states,0
27,private,hs_grad,9,never_married,handlers_cleaners,not_in_family,black,male,0,0,40,united_states,0
39,private,bachelors,13,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,0
37,private,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,0,35,united_states,1
20,private,hs_grad,9,never_married,adm_clerical,own_child,white,male,0,0,30,nicaragua,0
60,local_gov,hs_grad,9,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,0
51,private,assoc_voc,11,divorced,tech_support,unmarried,black,female,0,0,48,united_states,0
57,federal_gov,prof_school,15,divorced,prof_specialty,not_in_family,white,female,0,0,50,united_states,1
35,private,hs_grad,9,married_civ_spouse,handlers_cleaners,wife,white,female,0,0,40,united_states,0
43,private,some_college,10,married_civ_spouse,sales,husband,white,male,0,0,72,united_states,1
17,private,12th,8,never_married,other_service,own_child,white,male,0,0,35,united_states,0
52,private,12th,8,separated,machine_op_inspct,other_relative,white,female,0,0,40,cuba,0
18,private,some_college,10,never_married,handlers_cleaners,own_child,white,male,0,0,9,united_states,0
20,private,some_college,10,never_married,handlers_cleaners,own_child,black,male,0,0,40,germany,0
19,private,hs_grad,9,never_married,machine_op_inspct,own_child,black,female,0,0,20,united_states,0
18,unknown,12th,8,never_married,unknown,own_child,white,female,0,0,12,united_states,0
17,local_gov,9th,5,never_married,other_service,own_child,white,male,0,0,45,united_states,0
30,federal_gov,bachelors,13,never_married,adm_clerical,not_in_family,white,female,0,0,35,united_states,0
29,private,bachelors,13,never_married,craft_repair,not_in_family,white,female,0,0,45,united_states,0
30,private,some_college,10,divorced,exec_managerial,not_in_family,white,male,8614,0,50,united_states,1
18,private,9th,5,never_married,other_service,own_child,white,male,0,0,15,unknown,0
50,state_gov,bachelors,13,divorced,adm_clerical,not_in_family,black,female,0,0,37,united_states,0
22,private,hs_grad,9,never_married,sales,other_relative,white,male,0,0,40,united_states,0
21,private,hs_grad,9,never_married,adm_clerical,own_child,white,female,0,0,35,united_states,0
39,self_emp_not_inc,9th,5,married_civ_spouse,farming_fishing,other_relative,white,male,0,0,40,cuba,0
20,private,some_college,10,never_married,other_service,other_relative,white,female,4416,0,25,united_states,0
62,private,assoc_acdm,12,widowed,other_service,not_in_family,white,female,0,0,7,united_states,0
32,private,some_college,10,divorced,exec_managerial,not_in_family,white,female,0,0,38,united_states,0
38,private,assoc_acdm,12,married_civ_spouse,tech_support,husband,white,male,0,0,40,united_states,1
32,private,some_college,10,separated,tech_support,unmarried,black,female,3887,0,40,united_states,0
55,private,bachelors,13,married_civ_spouse,adm_clerical,wife,white,female,3464,0,40,united_states,0
38,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,99999,0,70,united_states,1
34,private,11th,7,never_married,other_service,not_in_family,white,male,0,0,30,united_states,0
28,private,hs_grad,9,never_married,other_service,own_child,white,male,0,0,20,united_states,0
26,private,some_college,10,never_married,sales,not_in_family,white,female,0,0,37,united_states,0
61,state_gov,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,0,1902,40,united_states,1
75,self_emp_not_inc,hs_grad,9,married_civ_spouse,farming_fishing,husband,white,male,3456,0,40,united_states,0
21,private,assoc_voc,11,married_civ_spouse,other_service,other_relative,white,female,0,0,50,mexico,0
49,self_emp_inc,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,60,unknown,1
26,private,hs_grad,9,married_civ_spouse,transport_moving,husband,white,male,0,0,65,united_states,0
39,private,7th_8th,4,never_married,other_service,own_child,white,male,0,0,40,mexico,0
24,self_emp_not_inc,some_college,10,never_married,prof_specialty,not_in_family,asian_pac_islander,male,0,0,40,united_states,0
56,private,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,18,united_states,0
17,private,11th,7,never_married,other_service,own_child,black,male,0,0,17,united_states,0
37,private,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,52,united_states,1
23,private,assoc_voc,11,married_civ_spouse,machine_op_inspct,own_child,white,female,0,0,30,united_states,0
28,unknown,hs_grad,9,never_married,unknown,not_in_family,black,female,0,0,40,united_states,0
57,self_emp_not_inc,hs_grad,9,married_civ_spouse,farming_fishing,husband,white,male,0,0,60,united_states,0
42,local_gov,bachelors,13,married_civ_spouse,adm_clerical,husband,white,male,0,0,45,united_states,1
25,private,bachelors,13,divorced,sales,not_in_family,white,female,0,0,40,united_states,0
22,private,bachelors,13,never_married,farming_fishing,not_in_family,white,male,0,0,20,united_states,0
54,private,11th,7,married_civ_spouse,other_service,wife,black,female,0,0,40,united_states,1
41,self_emp_inc,bachelors,13,divorced,exec_managerial,not_in_family,white,male,0,0,50,united_states,0
43,federal_gov,hs_grad,9,married_civ_spouse,exec_managerial,husband,amer_indian_eskimo,male,0,0,40,united_states,0
35,private,some_college,10,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,0
34,private,hs_grad,9,married_civ_spouse,prof_specialty,husband,white,male,0,0,60,philippines,1
19,private,hs_grad,9,separated,adm_clerical,unmarried,white,female,0,0,30,united_states,0
33,private,some_college,10,never_married,prof_specialty,not_in_family,white,male,0,0,52,united_states,0
49,private,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,65,united_states,1
31,private,hs_grad,9,divorced,adm_clerical,unmarried,white,female,0,0,50,united_states,0
69,unknown,hs_grad,9,married_civ_spouse,unknown,husband,white,male,0,0,13,united_states,0
41,private,assoc_voc,11,married_civ_spouse,sales,husband,white,male,4386,0,60,united_states,1
24,private,hs_grad,9,separated,machine_op_inspct,unmarried,other,female,0,0,40,united_states,0
45,state_gov,hs_grad,9,divorced,exec_managerial,unmarried,white,female,0,0,38,united_states,1
63,private,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,15024,0,45,united_states,1
75,private,some_college,10,married_civ_spouse,transport_moving,husband,white,male,0,0,16,united_states,0
34,private,hs_grad,9,never_married,machine_op_inspct,unmarried,black,male,0,0,40,united_states,0
69,private,bachelors,13,married_civ_spouse,exec_managerial,husband,black,male,9386,0,50,united_states,1
33,private,masters,14,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,0
